,id,name,unit,sourceNote,sourceOrganization,topics,source.id,source.value
1542,BAR.TER.SCHL.4549,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1543,BAR.TER.SCHL.4549.FE,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1544,BAR.TER.SCHL.5054,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1545,BAR.TER.SCHL.5054.FE,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1546,BAR.TER.SCHL.5559,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1547,BAR.TER.SCHL.5559.FE,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1548,BAR.TER.SCHL.6064,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1549,BAR.TER.SCHL.6064.FE,,,,,"[{'id': '4', 'value': 'Educación'}]",12,Estadísticas sobre educación
1550,BAR.TER.SCHL.6569,,,,,[],12,Estadísticas sobre educación
1551,BAR.TER.SCHL.6569.FE,,,,,[],12,Estadísticas sobre educación
1552,BAR.TER.SCHL.7074,,,,,[],12,Estadísticas sobre educación
1553,BAR.TER.SCHL.7074.FE,,,,,[],12,Estadísticas sobre educación
1554,BAR.TER.SCHL.75UP,,,,,[],12,Estadísticas sobre educación
1555,BAR.TER.SCHL.75UP.FE,,,,,[],12,Estadísticas sobre educación
1556,BG.GSR.NFSV.GD.ZS,Comercio de servicios (% del PIB),,"El comercio de servicios es la suma de las exportaciones e importaciones de servicios dividida por el valor del PIB, todo expresado en dólares de los Estados Unidos a precios corrientes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.","[{'id': '3', 'value': 'Economía y crecimiento'}, {'id': '12', 'value': 'Sector privado'}, {'id': '21', 'value': 'Comercio '}]",2,Indicadores del desarrollo mundial
1557,BG.KAC.FNEI.GD.PP.ZS,,,,,[],57,
1558,BG.KAC.FNEI.GD.ZS,,,,,[],57,
1559,BG.KLT.DINV.GD.PP.ZS,,,,,[],57,
1560,BG.KLT.DINV.GD.ZS,,,,,[],57,
1561,BI.EMP.FRML.CA.PB.ZS,,,,,[],64,
1562,BI.EMP.FRML.ED.PB.ZS,,,,,[],64,
1563,BI.EMP.FRML.HE.PB.ZS,,,,,[],64,
1564,BI.EMP.FRML.MW.PB.ZS,,,,,[],64,
1565,BI.EMP.FRML.PB.ED.ZS,,,,,[],64,
1566,BI.EMP.FRML.PB.HE.ZS,,,,,[],64,
1567,BI.EMP.FRML.PB.MW.ZS,,,,,[],64,
1568,BI.EMP.FRML.PB.PA.ZS,,,,,[],64,
1569,BI.EMP.FRML.PB.PS.ZS,,,,,[],64,
1570,BI.EMP.FRML.PB.TS.ZS,,,,,[],64,
1571,BI.EMP.FRML.PB.ZS,,,,,[],64,
1572,BI.EMP.FRML.SS.PB.ZS,,,,,[],64,
1573,BI.EMP.FRML.TS.PB.ZS,,,,,[],64,
1574,BI.EMP.PUBS.FE.CK.ZS,,,,,[],64,
1575,BI.EMP.PUBS.FE.ED.ZS,,,,,[],64,
1576,BI.EMP.PUBS.FE.EO.ZS,,,,,[],64,
1577,BI.EMP.PUBS.FE.HE.ZS,,,,,[],64,
1578,BI.EMP.PUBS.FE.MW.ZS,,,,,[],64,
1579,BI.EMP.PUBS.FE.PN.ZS,,,,,[],64,
1580,BI.EMP.PUBS.FE.SN.ZS,,,,,[],64,
1581,BI.EMP.PUBS.FE.TN.ZS,,,,,[],64,
1582,BI.EMP.PUBS.FE.TS.ZS,,,,,[],64,
1583,BI.EMP.PWRK.CA.PB.ZS,,,,,[],64,
1584,BI.EMP.PWRK.ED.PB.ZS,,,,,[],64,
1585,BI.EMP.PWRK.HE.PB.ZS,,,,,[],64,
1586,BI.EMP.PWRK.MW.PB.ZS,,,,,[],64,
1587,BI.EMP.PWRK.PB.CK.ZS,,,,,[],64,
1588,BI.EMP.PWRK.PB.ED.ZS,,,,,[],64,
1589,BI.EMP.PWRK.PB.EO.ZS,,,,,[],64,
1590,BI.EMP.PWRK.PB.FE.ZS,,,,,[],64,
1591,BI.EMP.PWRK.PB.HE.ZS,,,,,[],64,
1592,BI.EMP.PWRK.PB.MA.ZS,,,,,[],64,
1593,BI.EMP.PWRK.PB.MW.ZS,,,,,[],64,
1594,BI.EMP.PWRK.PB.PA.ZS,,,,,[],64,
1595,BI.EMP.PWRK.PB.PN.ZS,,,,,[],64,
1596,BI.EMP.PWRK.PB.PS.ZS,,,,,[],64,
1597,BI.EMP.PWRK.PB.RU.ZS,,,,,[],64,
1598,BI.EMP.PWRK.PB.SN.ZS,,,,,[],64,
1599,BI.EMP.PWRK.PB.TN.ZS,,,,,[],64,
1600,BI.EMP.PWRK.PB.TS.ZS,,,,,[],64,
1601,BI.EMP.PWRK.PB.UR.ZS,,,,,[],64,
1602,BI.EMP.PWRK.PB.ZS,,,,,[],64,
1603,BI.EMP.PWRK.SS.PB.ZS,,,,,[],64,
1604,BI.EMP.PWRK.TS.PB.ZS,,,,,[],64,
1605,BI.EMP.TOTL.CA.PB.ZS,,,,,[],64,
1606,BI.EMP.TOTL.ED.PB.ZS,,,,,[],64,
1607,BI.EMP.TOTL.HE.PB.ZS,,,,,[],64,
1608,BI.EMP.TOTL.MW.PB.ZS,,,,,[],64,
1609,BI.EMP.TOTL.NO,,,,,[],64,
1610,BI.EMP.TOTL.NO.CA,,,,,[],64,
1611,BI.EMP.TOTL.NO.ED,,,,,[],64,
1612,BI.EMP.TOTL.NO.HE,,,,,[],64,
1613,BI.EMP.TOTL.NO.MW,,,,,[],64,
1614,BI.EMP.TOTL.NO.PA,,,,,[],64,
1615,BI.EMP.TOTL.NO.PS,,,,,[],64,
1616,BI.EMP.TOTL.NO.SS,,,,,[],64,
1617,BI.EMP.TOTL.NO.TS,,,,,[],64,
1618,BI.EMP.TOTL.PB.CK.ZS,,,,,[],64,
1619,BI.EMP.TOTL.PB.ED.ZS,,,,,[],64,
1620,BI.EMP.TOTL.PB.EO.ZS,,,,,[],64,
1621,BI.EMP.TOTL.PB.FE.ZS,,,,,[],64,
1622,BI.EMP.TOTL.PB.HE.ZS,,,,,[],64,
1623,BI.EMP.TOTL.PB.MA.ZS,,,,,[],64,
1624,BI.EMP.TOTL.PB.MW.ZS,,,,,[],64,
1625,BI.EMP.TOTL.PB.PA.ZS,,,,,[],64,
1626,BI.EMP.TOTL.PB.PN.ZS,,,,,[],64,
1627,BI.EMP.TOTL.PB.PS.ZS,,,,,[],64,
1628,BI.EMP.TOTL.PB.RU.ZS,,,,,[],64,
1629,BI.EMP.TOTL.PB.SN.ZS,,,,,[],64,
1630,BI.EMP.TOTL.PB.TN.ZS,,,,,[],64,
1631,BI.EMP.TOTL.PB.TS.ZS,,,,,[],64,
1632,BI.EMP.TOTL.PB.TT.ZS,,,,,[],64,
1633,BI.EMP.TOTL.PB.UR.ZS,,,,,[],64,
1634,BI.EMP.TOTL.PB.ZS,,,,,[],64,
1635,BI.EMP.TOTL.SS.PB.ZS,,,,,[],64,
1636,BI.EMP.TOTL.TS.PB.ZS,,,,,[],64,
1637,BI.POP.TOTL.CV,,,,,[],64,
1638,BI.PWK.AGES.PB.CA.MD,,,,,[],64,
1639,BI.PWK.AGES.PB.CA.SM,,,,,[],64,
1640,BI.PWK.AGES.PB.ED.MD,,,,,[],64,
1641,BI.PWK.AGES.PB.ED.SM,,,,,[],64,
1642,BI.PWK.AGES.PB.HE.MD,,,,,[],64,
1643,BI.PWK.AGES.PB.HE.SM,,,,,[],64,
1644,BI.PWK.AGES.PB.MD,,,,,[],64,
1645,BI.PWK.AGES.PB.MW.MD,,,,,[],64,
1646,BI.PWK.AGES.PB.MW.SM,,,,,[],64,
1647,BI.PWK.AGES.PB.PA.MD,,,,,[],64,
1648,BI.PWK.AGES.PB.PA.SM,,,,,[],64,
1649,BI.PWK.AGES.PB.PS.MD,,,,,[],64,
1650,BI.PWK.AGES.PB.PS.SM,,,,,[],64,
1651,BI.PWK.AGES.PB.SM,,,,,[],64,
1652,BI.PWK.AGES.PB.SS.MD,,,,,[],64,
1653,BI.PWK.AGES.PB.SS.SM,,,,,[],64,
1654,BI.PWK.AGES.PB.TS.MD,,,,,[],64,
1655,BI.PWK.AGES.PB.TS.SM,,,,,[],64,
1656,BI.PWK.AGES.PV.ED.MD,,,,,[],64,
1657,BI.PWK.AGES.PV.ED.SM,,,,,[],64,
1658,BI.PWK.AGES.PV.HE.MD,,,,,[],64,
1659,BI.PWK.AGES.PV.HE.SM,,,,,[],64,
1660,BI.PWK.AGES.PV.MD,,,,,[],64,
1661,BI.PWK.AGES.PV.MW.MD,,,,,[],64,
1662,BI.PWK.AGES.PV.MW.SM,,,,,[],64,
1663,BI.PWK.AGES.PV.SM,,,,,[],64,
1664,BI.PWK.AGES.PV.TS.MD,,,,,[],64,
1665,BI.PWK.AGES.PV.TS.SM,,,,,[],64,
1666,BI.PWK.CMPA.GE.MD,,,,,[],64,
1667,BI.PWK.CMPA.GE.SM,,,,,[],64,
1668,BI.PWK.CMPA.HD.MD,,,,,[],64,
1669,BI.PWK.CMPA.HD.SM,,,,,[],64,
1670,BI.PWK.CMPA.HN.MD,,,,,[],64,
1671,BI.PWK.CMPA.HN.SM,,,,,[],64,
1672,BI.PWK.CMPA.JU.MD,,,,,[],64,
1673,BI.PWK.CMPA.JU.SM,,,,,[],64,
1674,BI.PWK.CMPA.PO.MD,,,,,[],64,
1675,BI.PWK.CMPA.PO.SM,,,,,[],64,
1676,BI.PWK.CMPA.PT.MD,,,,,[],64,
1677,BI.PWK.CMPA.PT.SM,,,,,[],64,
1678,BI.PWK.CMPA.SN.MD,,,,,[],64,
1679,BI.PWK.CMPA.SN.SM,,,,,[],64,
1680,BI.PWK.CMPA.ST.MD,,,,,[],64,
1681,BI.PWK.CMPA.ST.SM,,,,,[],64,
1682,BI.PWK.CMPA.UT.MD,,,,,[],64,
1683,BI.PWK.CMPA.UT.SM,,,,,[],64,
1684,BI.PWK.PRVS.CK.FE.ZS,,,,,[],64,
1685,BI.PWK.PRVS.CT.ZS,,,,,[],64,
1686,BI.PWK.PRVS.EO.FE.ZS,,,,,[],64,
1687,BI.PWK.PRVS.FE.Q1.ZS,,,,,[],64,
1688,BI.PWK.PRVS.FE.Q2.ZS,,,,,[],64,
1689,BI.PWK.PRVS.FE.Q3.ZS,,,,,[],64,
1690,BI.PWK.PRVS.FE.Q4.ZS,,,,,[],64,
1691,BI.PWK.PRVS.FE.Q5.ZS,,,,,[],64,
1692,BI.PWK.PRVS.FE.ZS,,,,,[],64,
1693,BI.PWK.PRVS.HS.ZS,,,,,[],64,
1694,BI.PWK.PRVS.NN.ZS,,,,,[],64,
1695,BI.PWK.PRVS.PN.FE.ZS,,,,,[],64,
1696,BI.PWK.PRVS.PR.ZS,,,,,[],64,
1697,BI.PWK.PRVS.RU.ZS,,,,,[],64,
1698,BI.PWK.PRVS.SG.ZS,,,,,[],64,
1699,BI.PWK.PRVS.SN.FE.ZS,,,,,[],64,
1700,BI.PWK.PRVS.SY.ZS,,,,,[],64,
1701,BI.PWK.PRVS.TN.FE.ZS,,,,,[],64,
1702,BI.PWK.PRVS.TT.ED.ZS,,,,,[],64,
1703,BI.PWK.PRVS.TT.HE.ZS,,,,,[],64,
1704,BI.PWK.PRVS.TT.MW.ZS,,,,,[],64,
1705,BI.PWK.PRVS.TT.TS.ZS,,,,,[],64,
1706,BI.PWK.PRVS.TT.ZS,,,,,[],64,
1707,BI.PWK.PRVS.UM.ZS,,,,,[],64,
1708,BI.PWK.PUBS.CA.FE.ZS,,,,,[],64,
1709,BI.PWK.PUBS.CK.FE.ZS,,,,,[],64,
1710,BI.PWK.PUBS.CT.ZS,,,,,[],64,
1711,BI.PWK.PUBS.ED.FE.ZS,,,,,[],64,
1712,BI.PWK.PUBS.EO.FE.ZS,,,,,[],64,
1713,BI.PWK.PUBS.FE.Q1.ZS,,,,,[],64,
1714,BI.PWK.PUBS.FE.Q2.ZS,,,,,[],64,
1715,BI.PWK.PUBS.FE.Q3.ZS,,,,,[],64,
1716,BI.PWK.PUBS.FE.Q4.ZS,,,,,[],64,
1717,BI.PWK.PUBS.FE.Q5.ZS,,,,,[],64,
1718,BI.PWK.PUBS.FE.ZS,,,,,[],64,
1719,BI.PWK.PUBS.HE.FE.ZS,,,,,[],64,
1720,BI.PWK.PUBS.HS.ZS,,,,,[],64,
1721,BI.PWK.PUBS.MW.FE.ZS,,,,,[],64,
1722,BI.PWK.PUBS.NN.ZS,,,,,[],64,
1723,BI.PWK.PUBS.NO,,,,,[],64,
1724,BI.PWK.PUBS.NO.CA,,,,,[],64,
1725,BI.PWK.PUBS.NO.ED,,,,,[],64,
1726,BI.PWK.PUBS.NO.HE,,,,,[],64,
1727,BI.PWK.PUBS.NO.MW,,,,,[],64,
1728,BI.PWK.PUBS.NO.PA,,,,,[],64,
1729,BI.PWK.PUBS.NO.PS,,,,,[],64,
1730,BI.PWK.PUBS.NO.SS,,,,,[],64,
1731,BI.PWK.PUBS.NO.TS,,,,,[],64,
1732,BI.PWK.PUBS.PA.FE.ZS,,,,,[],64,
1733,BI.PWK.PUBS.PN.FE.ZS,,,,,[],64,
1734,BI.PWK.PUBS.PR.ZS,,,,,[],64,
1735,BI.PWK.PUBS.PS.FE.ZS,,,,,[],64,
1736,BI.PWK.PUBS.RU.CA.ZS,,,,,[],64,
1737,BI.PWK.PUBS.RU.ED.ZS,,,,,[],64,
1738,BI.PWK.PUBS.RU.HE.ZS,,,,,[],64,
1739,BI.PWK.PUBS.RU.MW.ZS,,,,,[],64,
1740,BI.PWK.PUBS.RU.PA.ZS,,,,,[],64,
1741,BI.PWK.PUBS.RU.PS.ZS,,,,,[],64,
1742,BI.PWK.PUBS.RU.SS.ZS,,,,,[],64,
1743,BI.PWK.PUBS.RU.TS.ZS,,,,,[],64,
1744,BI.PWK.PUBS.RU.ZS,,,,,[],64,
1745,BI.PWK.PUBS.SG.ZS,,,,,[],64,
1746,BI.PWK.PUBS.SN.FE.ZS,,,,,[],64,
1747,BI.PWK.PUBS.SS.FE.ZS,,,,,[],64,
1748,BI.PWK.PUBS.SY.ZS,,,,,[],64,
1749,BI.PWK.PUBS.TN.FE.ZS,,,,,[],64,
1750,BI.PWK.PUBS.TS.FE.ZS,,,,,[],64,
1751,BI.PWK.PUBS.TT.CA.ZS,,,,,[],64,
1752,BI.PWK.PUBS.TT.ED.ZS,,,,,[],64,
1753,BI.PWK.PUBS.TT.HE.ZS,,,,,[],64,
1754,BI.PWK.PUBS.TT.MW.ZS,,,,,[],64,
1755,BI.PWK.PUBS.TT.PA.ZS,,,,,[],64,
1756,BI.PWK.PUBS.TT.PS.ZS,,,,,[],64,
1757,BI.PWK.PUBS.TT.SS.ZS,,,,,[],64,
1758,BI.PWK.PUBS.TT.TS.ZS,,,,,[],64,
1759,BI.PWK.PUBS.TT.ZS,,,,,[],64,
1760,BI.PWK.PUBS.UM.ZS,,,,,[],64,
1761,BI.PWK.TOTL.NO,,,,,[],64,
1762,BI.PWK.TOTL.NO.CA,,,,,[],64,
1763,BI.PWK.TOTL.NO.ED,,,,,[],64,
1764,BI.PWK.TOTL.NO.HE,,,,,[],64,
1765,BI.PWK.TOTL.NO.MW,,,,,[],64,
1766,BI.PWK.TOTL.NO.PA,,,,,[],64,
1767,BI.PWK.TOTL.NO.PS,,,,,[],64,
1768,BI.PWK.TOTL.NO.SS,,,,,[],64,
1769,BI.PWK.TOTL.NO.TS,,,,,[],64,
1770,BI.WAG.CPRS.PB.GE.ZS,,,,,[],64,
1771,BI.WAG.CPRS.PB.HD.ZS,,,,,[],64,
1772,BI.WAG.CPRS.PB.HN.ZS,,,,,[],64,
1773,BI.WAG.CPRS.PB.JU.ZS,,,,,[],64,
1774,BI.WAG.CPRS.PB.PO.ZS,,,,,[],64,
1775,BI.WAG.CPRS.PB.PT.ZS,,,,,[],64,
1776,BI.WAG.CPRS.PB.SN.ZS,,,,,[],64,
1777,BI.WAG.CPRS.PB.ST.ZS,,,,,[],64,
1778,BI.WAG.CPRS.PB.UT.ZS,,,,,[],64,
1779,BI.WAG.CPRS.PB.ZS,,,,,[],64,
1780,BI.WAG.CPRS.PV.ZS,,,,,[],64,
1781,BI.WAG.PREM.ED,,,,,[],64,
1782,BI.WAG.PREM.ED.GP,,,,,[],64,
1783,BI.WAG.PREM.FE.ED,,,,,[],64,
1784,BI.WAG.PREM.FE.HE,,,,,[],64,
1785,BI.WAG.PREM.FE.MW,,,,,[],64,
1786,BI.WAG.PREM.FE.TS,,,,,[],64,
1787,BI.WAG.PREM.HE,,,,,[],64,
1788,BI.WAG.PREM.HE.GP,,,,,[],64,
1789,BI.WAG.PREM.MA.ED,,,,,[],64,
1790,BI.WAG.PREM.MA.HE,,,,,[],64,
1791,BI.WAG.PREM.MA.MW,,,,,[],64,
1792,BI.WAG.PREM.MA.TS,,,,,[],64,
1793,BI.WAG.PREM.MW.PE,,,,,[],64,
1794,BI.WAG.PREM.MW.WE,,,,,[],64,
1795,BI.WAG.PREM.PB,,,,,[],64,
1796,BI.WAG.PREM.PB.CK,,,,,[],64,
1797,BI.WAG.PREM.PB.ED,,,,,[],64,
1798,BI.WAG.PREM.PB.ED.PE,,,,,[],64,
1799,BI.WAG.PREM.PB.ED.WE,,,,,[],64,
1800,BI.WAG.PREM.PB.EO,,,,,[],64,
1801,BI.WAG.PREM.PB.FE,,,,,[],64,
1802,BI.WAG.PREM.PB.FE.ED,,,,,[],64,
1803,BI.WAG.PREM.PB.FE.HE,,,,,[],64,
1804,BI.WAG.PREM.PB.FE.MW,,,,,[],64,
1805,BI.WAG.PREM.PB.FE.TS,,,,,[],64,
1806,BI.WAG.PREM.PB.FL,,,,,[],64,
1807,BI.WAG.PREM.PB.FM,,,,,[],64,
1808,BI.WAG.PREM.PB.FM.CA,,,,,[],64,
1809,BI.WAG.PREM.PB.FM.ED,,,,,[],64,
1810,BI.WAG.PREM.PB.FM.HE,,,,,[],64,
1811,BI.WAG.PREM.PB.FM.PA,,,,,[],64,
1812,BI.WAG.PREM.PB.FM.PS,,,,,[],64,
1813,BI.WAG.PREM.PB.FM.SS,,,,,[],64,
1814,BI.WAG.PREM.PB.GP,,,,,[],64,
1815,BI.WAG.PREM.PB.HE.PE,,,,,[],64,
1816,BI.WAG.PREM.PB.HE.WE,,,,,[],64,
1817,BI.WAG.PREM.PB.MA,,,,,[],64,
1818,BI.WAG.PREM.PB.MA.ED,,,,,[],64,
1819,BI.WAG.PREM.PB.MA.HE,,,,,[],64,
1820,BI.WAG.PREM.PB.MA.MW,,,,,[],64,
1821,BI.WAG.PREM.PB.MA.TS,,,,,[],64,
1822,BI.WAG.PREM.PB.MW.PE,,,,,[],64,
1823,BI.WAG.PREM.PB.MW.WE,,,,,[],64,
1824,BI.WAG.PREM.PB.NN,,,,,[],64,
1825,BI.WAG.PREM.PB.OC,,,,,[],64,
1826,BI.WAG.PREM.PB.PN,,,,,[],64,
1827,BI.WAG.PREM.PB.PR,,,,,[],64,
1828,BI.WAG.PREM.PB.PV,,,,,[],64,
1829,BI.WAG.PREM.PB.SG,,,,,[],64,
1830,BI.WAG.PREM.PB.SN,,,,,[],64,
1831,BI.WAG.PREM.PB.TN,,,,,[],64,
1832,BI.WAG.PREM.PB.TS.PE,,,,,[],64,
1833,BI.WAG.PREM.PB.TS.WE,,,,,[],64,
1834,BI.WAG.PREM.PB.TT,,,,,[],64,
1835,BI.WAG.PREM.PV.FM.ED,,,,,[],64,
1836,BI.WAG.PREM.PV.FM.HE,,,,,[],64,
1837,BI.WAG.PREM.PV.FM.MW,,,,,[],64,
1838,BI.WAG.PREM.PV.FM.TS,,,,,[],64,
1839,BI.WAG.PREM.TS.PE,,,,,[],64,
1840,BI.WAG.PREM.TS.WE,,,,,[],64,
1841,BI.WAG.PRVS.ED.FM,,,,,[],64,
1842,BI.WAG.PRVS.FM.MD,,,,,[],64,
1843,BI.WAG.PRVS.FM.SM,,,,,[],64,
1844,BI.WAG.PRVS.HE.FM,,,,,[],64,
1845,BI.WAG.PRVS.MW.FM,,,,,[],64,
1846,BI.WAG.PRVS.PN,,,,,[],64,
1847,BI.WAG.PRVS.SN,,,,,[],64,
1848,BI.WAG.PRVS.TN,,,,,[],64,
1849,BI.WAG.PRVS.TS.FM,,,,,[],64,
1850,BI.WAG.PUBS.CA.FM,,,,,[],64,
1851,BI.WAG.PUBS.ED.FM,,,,,[],64,
1852,BI.WAG.PUBS.FM.MD,,,,,[],64,
1853,BI.WAG.PUBS.FM.SM,,,,,[],64,
1854,BI.WAG.PUBS.HE.FM,,,,,[],64,
1855,BI.WAG.PUBS.PA.FM,,,,,[],64,
1856,BI.WAG.PUBS.PN,,,,,[],64,
1857,BI.WAG.PUBS.PS.FM,,,,,[],64,
1858,BI.WAG.PUBS.SN,,,,,[],64,
1859,BI.WAG.PUBS.SS.FM,,,,,[],64,
1860,BI.WAG.PUBS.TN,,,,,[],64,
1861,BI.WAG.TOTL.GD.ZS,,,,,[],64,
1862,BI.WAG.TOTL.PB.ZS,,,,,[],64,
1863,BM.AG.AGR.TRAC.CD,,,,,[],11,Indicadores de desarrollo de África
1864,BM.AG.AGR.TRAC.NO,,,,,[],11,Indicadores de desarrollo de África
1865,BM.AG.CREL.CD,,,,,[],11,Indicadores de desarrollo de África
1866,BM.AG.CREL.MT,,,,,[],11,Indicadores de desarrollo de África
1867,BM.AG.FRST.CD,,,,,[],11,Indicadores de desarrollo de África
1868,BM.AG.HZ.PEST.CD,,,,,[],11,Indicadores de desarrollo de África
1869,BM.AG.PEST.CD,,,,,[],11,Indicadores de desarrollo de África
1870,BM.FOD.AGRI.CD,,,,,[],11,Indicadores de desarrollo de África
1871,BM.GSR.AGRI.CD,,,,,[],11,Indicadores de desarrollo de África
1872,BM.GSR.CMCP.ZS,"Comunicaciones, computadoras, etc. (% de importaciones de servicios, balanza de pagos)",,"Comunicaciones, informática, información y otros servicios (% de las importaciones de servicios, balanza de pagos) cubren las telecomunicaciones internacionales y los servicios postales y de mensajería, datos de computadoras, transacciones de servicios relacionadas con las noticias entre residentes y no residentes, servicios de construcción, regalías y derechos de licencia, negocios varios, servicios profesionales y técnicos, servicios personales, culturales y recreativos, y servicios gubernamentales no comprendidos en otra parte. Las importaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones internacionales de servicios son definidas por el Manual de Balanza de Pagos del Fondo Monetario Internacional (FMI)  de 1993, pero las definiciones pueden variar, sin embargo, entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.","[{'id': '3', 'value': 'Economía y crecimiento'}, {'id': '21', 'value': 'Comercio '}]",2,Indicadores del desarrollo mundial
1873,BM.GSR.COMM.CD,,,,,[],57,
1874,BM.GSR.FCTY.CD,"Pagos de ingresos primario (balanza de pagos, US$ a precios actuales)",,"Los pagos de ingresos se refieren a la remuneración que se paga a trabajadores no residentes y los ingrsos por inversiones (pagos sobre la inversión directa, inversiones de cartera, otras inversiones). Los ingresos obtenidos del uso de activos intangibles se excluyen de los ingresos y se registran como servicios empresariales. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.","[{'id': '3', 'value': 'Economía y crecimiento'}]",2,Indicadores del desarrollo mundial
1875,BM.GSR.FINS.CD,,,,,[],57,
1876,BM.GSR.FXAI.CD,,,,,[],11,Indicadores de desarrollo de África
1877,BM.GSR.GNFS.CD,"Importaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",,"Las importaciones de bienes y servicios comprenden todas las transacciones entre residentes de un país y el resto del mundo que implican una transferencia de propiedad de los no residentes a los residentes sobre mercancías generales, bienes enviados a procesamiento y reparación, oro no monetario y servicios. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.","[{'id': '3', 'value': 'Economía y crecimiento'}, {'id': '21', 'value': 'Comercio '}]",2,Indicadores del desarrollo mundial
1878,BM.GSR.INSF.ZS,"Seguro y servicios financieros (% de las importaciones de servicios, balanza de pagos)",,"Seguro y servicios financieros (% de las importaciones de servicios, balanza de pagos) cubren diversos tipos de seguros prestados a no residentes por compañías de seguros residentes y viceversa, y servicios financieros de intermediación y auxiliares (excepto los de las empresas de seguros y fondos de pensiones) intercambiados entre residentes y no residentes. Las importaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones internacionales de servicios son definidas por el Manual de Balanza de Pagos del Fondo Monetario Internacional (FMI)  de 1993, pero las definiciones pueden variar, sin embargo, entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.","[{'id': '3', 'value': 'Economía y crecimiento'}, {'id': '12', 'value': 'Sector privado'}, {'id': '21', 'value': 'Comercio '}]",2,Indicadores del desarrollo mundial
1879,BM.GSR.INSU.CD,,,,,[],57,
1880,BM.GSR.MRCH.CD,"Importaciones de bienes (balanza de pagos, US$ a precios actuales)",,"Las importaciones de bienes se refieren a todos los bienes muebles (incluido el oro no monetario) implicados en una transferencia de titularidad de los no residentes a los residentes. La categoría incluye bienes antes contemplados como servicios: bienes recibidos o enviados para procesamiento y su subsiguiente exportación o importación en forma de bienes procesados, reparaciones de bienes y bienes adquiridos en puertos por transportistas. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.","[{'id': '3', 'value': 'Economía y crecimiento'}, {'id': '21', 'value': 'Comercio '}]",2,Indicadores del desarrollo mundial
1881,BM.GSR.MRCH.ZS,,,,,[],57,
1882,BM.GSR.NFSV.CD,"Importaciones de servicios (balanza de pagos, US$ a precios actuales)",,"Se denomina servicios (anteriormente servicios no atribuibles a factores) a la producción económica de productos intangibles susceptibles de fabricarse, transferirse y consumirse al mismo tiempo. Las transacciones de servicios internacionales están definidas en el Manual de Balanza de Pagos del FMI (1993) pero las definiciones pueden variar entre las economías informantes. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.","[{'id': '3', 'value': 'Economía y crecimiento'}, {'id': '21', 'value': 'Comercio '}]",2,Indicadores del desarrollo mundial
1883,BM.GSR.OSRV.CD,,,,,[],57,
1884,BM.GSR.ROYL.CD,"Cargos por el uso de propiedad intelectual, pagos (balanza de pagos, US$ a precios actuales)",,"Las regalias y tarifas de licencia son pagos y cobros entre residentes y no residentes por el uso autorizado de activos intangibles, no financieros, no fabricados, y derechos de propiedad (como patentes, derechos de autor, marcas registradas, procesos industriales y franquicias) y por el uso, en virtud de contratos de licencia, de originales producidos de prototipos (como películas y manuscritos). Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.","[{'id': '3', 'value': 'Economía y crecimiento'}, {'id': '14', 'value': 'Ciencia y tecnología'}]",2,Indicadores del desarrollo mundial
1885,BM.GSR.SERV.CD,,,,,[],11,Indicadores de desarrollo de África
